temp;Cons;Hourinweek;Time
9;12886;166;30.09.2018 21:39
9;12277;167;30.09.2018 22:39
9;11360;168;30.09.2018 23:39
8;10404;1;01.10.2018 0:39
8;9735;2;01.10.2018 1:39
8;9337;3;01.10.2018 2:39
8;9073;4;01.10.2018 3:39
8;9052;5;01.10.2018 4:39
7;9209;6;01.10.2018 5:39
7;10010;7;01.10.2018 6:39
7;10911;8;01.10.2018 7:39
8;11964;9;01.10.2018 8:39
8;13053;10;01.10.2018 9:39
9;13636;11;01.10.2018 10:39
10;13582;12;01.10.2018 11:39
12;13296;13;01.10.2018 12:39
13;13189;14;01.10.2018 13:39
15;13117;15;01.10.2018 14:39
14;13049;16;01.10.2018 15:39
13;12948;17;01.10.2018 16:39
13;12792;18;01.10.2018 17:39
11;13026;19;01.10.2018 18:39
10;13986;20;01.10.2018 19:39
9;13820;21;01.10.2018 20:39
8;13385;22;01.10.2018 21:39
8;12636;23;01.10.2018 22:39
6;11490;24;01.10.2018 23:39
7;10482;25;02.10.2018 0:39
6;9848;26;02.10.2018 1:39
6;9443;27;02.10.2018 2:39
6;9222;28;02.10.2018 3:39
6;9183;29;02.10.2018 4:39
5;9407;30;02.10.2018 5:39
6;10116;31;02.10.2018 6:39
7;11061;32;02.10.2018 7:39
8;11994;33;02.10.2018 8:39
9;12831;34;02.10.2018 9:39
10;13258;35;02.10.2018 10:39
12;13233;36;02.10.2018 11:39
13;12974;37;02.10.2018 12:39
13;13123;38;02.10.2018 13:39
12;13380;39;02.10.2018 14:39
10;13424;40;02.10.2018 15:39
9;13452;41;02.10.2018 16:39
9;13209;42;02.10.2018 17:39
8;13380;43;02.10.2018 18:39
8;14109;44;02.10.2018 19:39
9;13936;45;02.10.2018 20:39
9;13446;46;02.10.2018 21:39
9;12744;47;02.10.2018 22:39
9;11603;48;02.10.2018 23:39
9;10621;49;03.10.2018 0:39
9;9900;50;03.10.2018 1:39
9;9510;51;03.10.2018 2:39
9;9324;52;03.10.2018 3:39
9;9262;53;03.10.2018 4:39
10;9396;54;03.10.2018 5:39
10;10094;55;03.10.2018 6:39
9;11033;56;03.10.2018 7:39
10;12110;57;03.10.2018 8:39
10;13071;58;03.10.2018 9:39
10;13643;59;03.10.2018 10:39
10;13709;60;03.10.2018 11:39
11;13537;61;03.10.2018 12:39
10;13603;62;03.10.2018 13:39
10;13688;63;03.10.2018 14:39
10;13646;64;03.10.2018 15:39
10;13760;65;03.10.2018 16:39
9;13685;66;03.10.2018 17:39
9;14038;67;03.10.2018 18:39
9;14247;68;03.10.2018 19:39
9;13988;69;03.10.2018 20:39
8;13479;70;03.10.2018 21:39
7;12646;71;03.10.2018 22:39
8;11693;72;03.10.2018 23:39
7;10694;73;04.10.2018 0:39
7;10014;74;04.10.2018 1:39
7;9556;75;04.10.2018 2:39
7;9324;76;04.10.2018 3:39
7;9279;77;04.10.2018 4:39
7;9457;78;04.10.2018 5:39
7;10186;79;04.10.2018 6:39
7;11154;80;04.10.2018 7:39
7;12225;81;04.10.2018 8:39
7;13177;82;04.10.2018 9:39
8;13659;83;04.10.2018 10:39
8;13810;84;04.10.2018 11:39
7;13520;85;04.10.2018 12:39
8;13468;86;04.10.2018 13:39
10;13506;87;04.10.2018 14:39
7;13467;88;04.10.2018 15:39
8;13415;89;04.10.2018 16:39
8;13407;90;04.10.2018 17:39
7;13821;91;04.10.2018 18:39
7;14302;92;04.10.2018 19:39
6;13970;93;04.10.2018 20:39
6;13510;94;04.10.2018 21:39
6;12836;95;04.10.2018 22:39
5;11777;96;04.10.2018 23:39
5;10860;97;05.10.2018 0:39
5;10163;98;05.10.2018 1:39
4;9671;99;05.10.2018 2:39
4;9432;100;05.10.2018 3:39
4;9416;101;05.10.2018 4:39
3;9631;102;05.10.2018 5:39
3;10359;103;05.10.2018 6:39
3;11281;104;05.10.2018 7:39
3;12312;105;05.10.2018 8:39
4;13353;106;05.10.2018 9:39
4;13840;107;05.10.2018 10:39
5;13830;108;05.10.2018 11:39
5;13570;109;05.10.2018 12:39
6;13563;110;05.10.2018 13:39
7;13511;111;05.10.2018 14:39
7;13385;112;05.10.2018 15:39
7;13253;113;05.10.2018 16:39
6;13142;114;05.10.2018 17:39
5;13597;115;05.10.2018 18:39
5;14295;116;05.10.2018 19:39
5;14041;117;05.10.2018 20:39
5;13592;118;05.10.2018 21:39
6;13003;119;05.10.2018 22:39
6;12142;120;05.10.2018 23:39
5;11105;121;06.10.2018 0:39
5;10432;122;06.10.2018 1:39
6;9908;123;06.10.2018 2:39
7;9596;124;06.10.2018 3:39
7;9545;125;06.10.2018 4:39
8;9602;126;06.10.2018 5:39
8;9935;127;06.10.2018 6:39
9;10016;128;06.10.2018 7:39
10;10641;129;06.10.2018 8:39
10;11493;130;06.10.2018 9:39
12;12095;131;06.10.2018 10:39
12;12299;132;06.10.2018 11:39
13;12358;133;06.10.2018 12:39
13;12374;134;06.10.2018 13:39
13;12397;135;06.10.2018 14:39
13;12401;136;06.10.2018 15:39
13;12385;137;06.10.2018 16:39
13;12457;138;06.10.2018 17:39
13;12743;139;06.10.2018 18:39
13;13324;140;06.10.2018 19:39
12;13115;141;06.10.2018 20:39
12;12786;142;06.10.2018 21:39
12;12260;143;06.10.2018 22:39
12;11534;144;06.10.2018 23:39
12;10718;145;07.10.2018 0:39
11;10073;146;07.10.2018 1:39
11;9543;147;07.10.2018 2:39
10;9320;148;07.10.2018 3:39
9;9211;149;07.10.2018 4:39
9;9307;150;07.10.2018 5:39
8;9700;151;07.10.2018 6:39
8;9696;152;07.10.2018 7:39
8;10202;153;07.10.2018 8:39
10;10909;154;07.10.2018 9:39
11;11459;155;07.10.2018 10:39
12;11593;156;07.10.2018 11:39
13;11564;157;07.10.2018 12:39
14;11473;158;07.10.2018 13:39
16;11403;159;07.10.2018 14:39
16;11412;160;07.10.2018 15:39
16;11443;161;07.10.2018 16:39
16;11642;162;07.10.2018 17:39
15;12509;163;07.10.2018 18:39
15;12986;164;07.10.2018 19:39
14;12786;165;07.10.2018 20:39
15;12458;166;07.10.2018 21:39
15;11852;167;07.10.2018 22:39
15;10979;168;07.10.2018 23:39
15;10141;1;08.10.2018 0:39
14;9477;2;08.10.2018 1:39
14;9086;3;08.10.2018 2:39
13;8881;4;08.10.2018 3:39
12;8853;5;08.10.2018 4:39
12;9092;6;08.10.2018 5:39
13;9801;7;08.10.2018 6:39
13;10695;8;08.10.2018 7:39
9;11741;9;08.10.2018 8:39
6;12873;10;08.10.2018 9:39
6;13449;11;08.10.2018 10:39
6;13567;12;08.10.2018 11:39
6;13369;13;08.10.2018 12:39
6;13289;14;08.10.2018 13:39
7;13275;15;08.10.2018 14:39
7;13100;16;08.10.2018 15:39
7;13091;17;08.10.2018 16:39
7;13039;18;08.10.2018 17:39
6;13653;19;08.10.2018 18:39
4;14154;20;08.10.2018 19:39
2;13874;21;08.10.2018 20:39
1;13479;22;08.10.2018 21:39
1;12734;23;08.10.2018 22:39
2;11687;24;08.10.2018 23:39
2;10756;25;09.10.2018 0:39
3;10002;26;09.10.2018 1:39
3;9582;27;09.10.2018 2:39
2;9343;28;09.10.2018 3:39
1;9377;29;09.10.2018 4:39
0;9577;30;09.10.2018 5:39
0;10362;31;09.10.2018 6:39
0;11170;32;09.10.2018 7:39
1;12202;33;09.10.2018 8:39
4;13040;34;09.10.2018 9:39
7;13478;35;09.10.2018 10:39
8;13417;36;09.10.2018 11:39
9;13098;37;09.10.2018 12:39
9;13083;38;09.10.2018 13:39
9;13093;39;09.10.2018 14:39
9;13097;40;09.10.2018 15:39
9;13187;41;09.10.2018 16:39
9;13309;42;09.10.2018 17:39
8;13838;43;09.10.2018 18:39
7;14221;44;09.10.2018 19:39
6;13924;45;09.10.2018 20:39
6;13544;46;09.10.2018 21:39
8;12780;47;09.10.2018 22:39
7;11696;48;09.10.2018 23:39
7;10565;49;10.10.2018 0:39
8;9993;50;10.10.2018 1:39
6;9585;51;10.10.2018 2:39
5;9394;52;10.10.2018 3:39
6;9331;53;10.10.2018 4:39
6;9535;54;10.10.2018 5:39
6;10278;55;10.10.2018 6:39
6;11060;56;10.10.2018 7:39
6;12072;57;10.10.2018 8:39
7;13021;58;10.10.2018 9:39
9;13556;59;10.10.2018 10:39
10;13512;60;10.10.2018 11:39
11;13222;61;10.10.2018 12:39
12;13118;62;10.10.2018 13:39
13;13170;63;10.10.2018 14:39
13;13129;64;10.10.2018 15:39
13;13132;65;10.10.2018 16:39
13;13149;66;10.10.2018 17:39
13;13843;67;10.10.2018 18:39
13;14008;68;10.10.2018 19:39
13;13721;69;10.10.2018 20:39
12;13273;70;10.10.2018 21:39
12;12563;71;10.10.2018 22:39
12;11530;72;10.10.2018 23:39
12;10520;73;11.10.2018 0:39
12;9841;74;11.10.2018 1:39
12;9417;75;11.10.2018 2:39
11;9208;76;11.10.2018 3:39
10;9125;77;11.10.2018 4:39
9;9329;78;11.10.2018 5:39
8;10089;79;11.10.2018 6:39
7;10769;80;11.10.2018 7:39
7;11795;81;11.10.2018 8:39
9;12693;82;11.10.2018 9:39
11;13055;83;11.10.2018 10:39
11;12999;84;11.10.2018 11:39
13;12809;85;11.10.2018 12:39
13;12754;86;11.10.2018 13:39
14;12769;87;11.10.2018 14:39
13;12763;88;11.10.2018 15:39
13;12738;89;11.10.2018 16:39
13;12671;90;11.10.2018 17:39
11;13451;91;11.10.2018 18:39
9;13878;92;11.10.2018 19:39
7;13676;93;11.10.2018 20:39
6;13246;94;11.10.2018 21:39
7;12539;95;11.10.2018 22:39
8;11616;96;11.10.2018 23:39
6;10611;97;12.10.2018 0:39
5;9951;98;12.10.2018 1:39
5;9538;99;12.10.2018 2:39
4;9335;100;12.10.2018 3:39
4;9294;101;12.10.2018 4:39
3;9551;102;12.10.2018 5:39
3;10303;103;12.10.2018 6:39
3;11016;104;12.10.2018 7:39
5;12053;105;12.10.2018 8:39
7;13031;106;12.10.2018 9:39
8;13411;107;12.10.2018 10:39
10;13385;108;12.10.2018 11:39
12;13081;109;12.10.2018 12:39
14;12936;110;12.10.2018 13:39
15;12944;111;12.10.2018 14:39
14;12843;112;12.10.2018 15:39
15;12723;113;12.10.2018 16:39
14;12668;114;12.10.2018 17:39
13;13443;115;12.10.2018 18:39
11;13832;116;12.10.2018 19:39
12;13617;117;12.10.2018 20:39
12;13217;118;12.10.2018 21:39
12;12614;119;12.10.2018 22:39
11;11678;120;12.10.2018 23:39
10;10774;121;13.10.2018 0:39
10;10010;122;13.10.2018 1:39
9;9584;123;13.10.2018 2:39
8;9343;124;13.10.2018 3:39
8;9276;125;13.10.2018 4:39
8;9367;126;13.10.2018 5:39
8;9779;127;13.10.2018 6:39
8;9870;128;13.10.2018 7:39
8;10459;129;13.10.2018 8:39
9;11302;130;13.10.2018 9:39
11;11950;131;13.10.2018 10:39
11;12156;132;13.10.2018 11:39
12;12168;133;13.10.2018 12:39
13;12017;134;13.10.2018 13:39
15;11921;135;13.10.2018 14:39
15;11813;136;13.10.2018 15:39
15;11775;137;13.10.2018 16:39
14;11803;138;13.10.2018 17:39
13;12680;139;13.10.2018 18:39
13;13188;140;13.10.2018 19:39
12;13008;141;13.10.2018 20:39
11;12697;142;13.10.2018 21:39
11;12120;143;13.10.2018 22:39
11;11381;144;13.10.2018 23:39
10;10531;145;14.10.2018 0:39
10;9874;146;14.10.2018 1:39
10;9396;147;14.10.2018 2:39
9;9138;148;14.10.2018 3:39
9;9094;149;14.10.2018 4:39
10;9189;150;14.10.2018 5:39
9;9539;151;14.10.2018 6:39
9;9569;152;14.10.2018 7:39
9;10065;153;14.10.2018 8:39
10;10771;154;14.10.2018 9:39
12;11346;155;14.10.2018 10:39
14;11467;156;14.10.2018 11:39
16;11450;157;14.10.2018 12:39
17;11359;158;14.10.2018 13:39
18;11265;159;14.10.2018 14:39
18;11296;160;14.10.2018 15:39
17;11340;161;14.10.2018 16:39
18;11392;162;14.10.2018 17:39
17;12512;163;14.10.2018 18:39
16;12908;164;14.10.2018 19:39
14;12753;165;14.10.2018 20:39
14;12400;166;14.10.2018 21:39
13;11795;167;14.10.2018 22:39
13;10897;168;14.10.2018 23:39
12;10012;1;15.10.2018 0:39
12;9390;2;15.10.2018 1:39
11;9038;3;15.10.2018 2:39
10;8777;4;15.10.2018 3:39
10;8745;5;15.10.2018 4:39
9;8994;6;15.10.2018 5:39
9;9727;7;15.10.2018 6:39
9;10775;8;15.10.2018 7:39
9;11634;9;15.10.2018 8:39
11;12526;10;15.10.2018 9:39
13;12956;11;15.10.2018 10:39
15;12948;12;15.10.2018 11:39
16;12599;13;15.10.2018 12:39
17;12581;14;15.10.2018 13:39
18;12592;15;15.10.2018 14:39
18;12608;16;15.10.2018 15:39
17;12571;17;15.10.2018 16:39
15;12484;18;15.10.2018 17:39
13;13410;19;15.10.2018 18:39
11;13654;20;15.10.2018 19:39
10;13480;21;15.10.2018 20:39
10;13007;22;15.10.2018 21:39
10;12259;23;15.10.2018 22:39
10;11171;24;15.10.2018 23:39
9;10197;25;16.10.2018 0:39
8;9585;26;16.10.2018 1:39
8;9177;27;16.10.2018 2:39
7;8992;28;16.10.2018 3:39
7;8990;29;16.10.2018 4:39
6;9185;30;16.10.2018 5:39
7;9972;31;16.10.2018 6:39
6;10902;32;16.10.2018 7:39
7;11810;33;16.10.2018 8:39
9;12614;34;16.10.2018 9:39
11;13052;35;16.10.2018 10:39
13;12972;36;16.10.2018 11:39
15;12700;37;16.10.2018 12:39
16;12584;38;16.10.2018 13:39
17;12618;39;16.10.2018 14:39
16;12591;40;16.10.2018 15:39
16;12749;41;16.10.2018 16:39
15;12608;42;16.10.2018 17:39
14;13490;43;16.10.2018 18:39
14;13734;44;16.10.2018 19:39
14;13432;45;16.10.2018 20:39
13;13096;46;16.10.2018 21:39
13;12234;47;16.10.2018 22:39
12;11198;48;16.10.2018 23:39
11;10280;49;17.10.2018 0:39
9;9626;50;17.10.2018 1:39
9;9245;51;17.10.2018 2:39
9;9003;52;17.10.2018 3:39
8;9009;53;17.10.2018 4:39
7;9233;54;17.10.2018 5:39
7;10003;55;17.10.2018 6:39
6;10906;56;17.10.2018 7:39
6;11815;57;17.10.2018 8:39
10;12567;58;17.10.2018 9:39
12;12991;59;17.10.2018 10:39
14;12877;60;17.10.2018 11:39
15;12574;61;17.10.2018 12:39
16;12529;62;17.10.2018 13:39
16;12765;63;17.10.2018 14:39
16;12572;64;17.10.2018 15:39
15;12629;65;17.10.2018 16:39
13;12669;66;17.10.2018 17:39
11;13537;67;17.10.2018 18:39
10;13754;68;17.10.2018 19:39
8;13503;69;17.10.2018 20:39
8;13110;70;17.10.2018 21:39
7;12376;71;17.10.2018 22:39
7;11220;72;17.10.2018 23:39
6;10330;73;18.10.2018 0:39
6;9664;74;18.10.2018 1:39
6;9310;75;18.10.2018 2:39
5;9104;76;18.10.2018 3:39
5;9077;77;18.10.2018 4:39
5;9289;78;18.10.2018 5:39
5;10022;79;18.10.2018 6:39
5;11022;80;18.10.2018 7:39
5;11898;81;18.10.2018 8:39
8;12650;82;18.10.2018 9:39
12;13013;83;18.10.2018 10:39
16;12875;84;18.10.2018 11:39
17;12643;85;18.10.2018 12:39
17;12581;86;18.10.2018 13:39
18;12603;87;18.10.2018 14:39
18;12599;88;18.10.2018 15:39
17;12572;89;18.10.2018 16:39
15;12583;90;18.10.2018 17:39
13;13547;91;18.10.2018 18:39
13;13713;92;18.10.2018 19:39
12;13450;93;18.10.2018 20:39
14;13004;94;18.10.2018 21:39
14;12316;95;18.10.2018 22:39
13;11247;96;18.10.2018 23:39
13;10306;97;19.10.2018 0:39
13;9664;98;19.10.2018 1:39
12;9262;99;19.10.2018 2:39
11;9061;100;19.10.2018 3:39
11;9012;101;19.10.2018 4:39
10;9191;102;19.10.2018 5:39
10;9920;103;19.10.2018 6:39
10;10902;104;19.10.2018 7:39
11;11785;105;19.10.2018 8:39
13;12638;106;19.10.2018 9:39
14;13005;107;19.10.2018 10:39
15;12968;108;19.10.2018 11:39
16;12669;109;19.10.2018 12:39
16;12599;110;19.10.2018 13:39
17;12626;111;19.10.2018 14:39
17;12630;112;19.10.2018 15:39
16;12590;113;19.10.2018 16:39
16;12668;114;19.10.2018 17:39
15;13611;115;19.10.2018 18:39
14;13631;116;19.10.2018 19:39
12;13272;117;19.10.2018 20:39
12;12917;118;19.10.2018 21:39
11;12229;119;19.10.2018 22:39
10;11430;120;19.10.2018 23:39
8;10452;121;20.10.2018 0:39
8;9877;122;20.10.2018 1:39
7;9491;123;20.10.2018 2:39
5;9242;124;20.10.2018 3:39
4;9180;125;20.10.2018 4:39
4;9290;126;20.10.2018 5:39
3;9720;127;20.10.2018 6:39
3;9928;128;20.10.2018 7:39
3;10557;129;20.10.2018 8:39
5;11481;130;20.10.2018 9:39
7;11935;131;20.10.2018 10:39
8;12107;132;20.10.2018 11:39
8;12082;133;20.10.2018 12:39
8;12079;134;20.10.2018 13:39
8;12135;135;20.10.2018 14:39
8;12172;136;20.10.2018 15:39
8;12236;137;20.10.2018 16:39
7;12529;138;20.10.2018 17:39
7;13347;139;20.10.2018 18:39
7;13347;140;20.10.2018 19:39
7;13120;141;20.10.2018 20:39
7;12781;142;20.10.2018 21:39
7;12213;143;20.10.2018 22:39
7;11478;144;20.10.2018 23:39
7;10659;145;21.10.2018 0:39
7;10040;146;21.10.2018 1:39
7;9562;147;21.10.2018 2:39
7;9319;148;21.10.2018 3:39
7;9246;149;21.10.2018 4:39
6;9278;150;21.10.2018 5:39
6;9634;151;21.10.2018 6:39
6;9840;152;21.10.2018 7:39
6;10278;153;21.10.2018 8:39
7;11179;154;21.10.2018 9:39
7;11760;155;21.10.2018 10:39
7;12065;156;21.10.2018 11:39
7;12141;157;21.10.2018 12:39
8;12189;158;21.10.2018 13:39
8;12190;159;21.10.2018 14:39
8;12159;160;21.10.2018 15:39
8;12292;161;21.10.2018 16:39
7;12532;162;21.10.2018 17:39
7;13340;163;21.10.2018 18:39
7;13333;164;21.10.2018 19:39
7;13142;165;21.10.2018 20:39
7;12767;166;21.10.2018 21:39
7;12153;167;21.10.2018 22:39
7;11180;168;21.10.2018 23:39
7;10415;1;22.10.2018 0:39
6;9799;2;22.10.2018 1:39
7;9361;3;22.10.2018 2:39
6;9173;4;22.10.2018 3:39
6;9139;5;22.10.2018 4:39
6;9334;6;22.10.2018 5:39
6;10150;7;22.10.2018 6:39
6;11403;8;22.10.2018 7:39
6;12220;9;22.10.2018 8:39
6;13209;10;22.10.2018 9:39
7;13676;11;22.10.2018 10:39
6;13643;12;22.10.2018 11:39
8;13283;13;22.10.2018 12:39
7;13230;14;22.10.2018 13:39
8;13277;15;22.10.2018 14:39
8;13173;16;22.10.2018 15:39
8;13328;17;22.10.2018 16:39
7;13507;18;22.10.2018 17:39
7;14267;19;22.10.2018 18:39
6;14297;20;22.10.2018 19:39
6;14003;21;22.10.2018 20:39
6;13603;22;22.10.2018 21:39
5;12799;23;22.10.2018 22:39
5;11647;24;22.10.2018 23:39
5;10783;25;23.10.2018 0:39
4;10167;26;23.10.2018 1:39
4;9768;27;23.10.2018 2:39
4;9517;28;23.10.2018 3:39
3;9464;29;23.10.2018 4:39
4;9683;30;23.10.2018 5:39
4;10477;31;23.10.2018 6:39
4;11582;32;23.10.2018 7:39
4;12496;33;23.10.2018 8:39
4;13460;34;23.10.2018 9:39
4;14012;35;23.10.2018 10:39
4;14034;36;23.10.2018 11:39
5;13883;37;23.10.2018 12:39
5;13951;38;23.10.2018 13:39
5;14011;39;23.10.2018 14:39
6;13955;40;23.10.2018 15:39
6;14116;41;23.10.2018 16:39
6;14246;42;23.10.2018 17:39
5;14595;43;23.10.2018 18:39
5;14539;44;23.10.2018 19:39
5;14213;45;23.10.2018 20:39
5;13725;46;23.10.2018 21:39
5;12910;47;23.10.2018 22:39
5;11824;48;23.10.2018 23:39
5;10990;49;24.10.2018 0:39
4;10309;50;24.10.2018 1:39
4;9884;51;24.10.2018 2:39
4;9641;52;24.10.2018 3:39
4;9598;53;24.10.2018 4:39
4;9775;54;24.10.2018 5:39
3;10554;55;24.10.2018 6:39
4;11764;56;24.10.2018 7:39
4;12549;57;24.10.2018 8:39
4;13618;58;24.10.2018 9:39
4;14156;59;24.10.2018 10:39
4;14242;60;24.10.2018 11:39
4;14065;61;24.10.2018 12:39
5;14079;62;24.10.2018 13:39
5;14291;63;24.10.2018 14:39
5;14292;64;24.10.2018 15:39
5;14413;65;24.10.2018 16:39
5;14383;66;24.10.2018 17:39
6;14776;67;24.10.2018 18:39
6;14622;68;24.10.2018 19:39
5;14257;69;24.10.2018 20:39
5;13791;70;24.10.2018 21:39
5;13033;71;24.10.2018 22:39
5;12014;72;24.10.2018 23:39
5;11063;73;25.10.2018 0:39
5;10393;74;25.10.2018 1:39
5;9963;75;25.10.2018 2:39
4;9655;76;25.10.2018 3:39
4;9614;77;25.10.2018 4:39
4;9799;78;25.10.2018 5:39
4;10609;79;25.10.2018 6:39
4;11841;80;25.10.2018 7:39
3;12730;81;25.10.2018 8:39
3;13706;82;25.10.2018 9:39
3;14157;83;25.10.2018 10:39
3;14228;84;25.10.2018 11:39
3;14121;85;25.10.2018 12:39
3;14107;86;25.10.2018 13:39
4;14134;87;25.10.2018 14:39
4;14093;88;25.10.2018 15:39
4;14228;89;25.10.2018 16:39
3;14287;90;25.10.2018 17:39
3;14855;91;25.10.2018 18:39
3;14741;92;25.10.2018 19:39
2;14400;93;25.10.2018 20:39
3;13950;94;25.10.2018 21:39
2;13111;95;25.10.2018 22:39
2;12176;96;25.10.2018 23:39
2;11260;97;26.10.2018 0:39
2;10540;98;26.10.2018 1:39
1;10148;99;26.10.2018 2:39
1;9836;100;26.10.2018 3:39
1;9823;101;26.10.2018 4:39
0;9994;102;26.10.2018 5:39
1;10779;103;26.10.2018 6:39
1;12014;104;26.10.2018 7:39
1;12804;105;26.10.2018 8:39
1;13774;106;26.10.2018 9:39
2;14301;107;26.10.2018 10:39
2;14444;108;26.10.2018 11:39
2;14239;109;26.10.2018 12:39
3;14124;110;26.10.2018 13:39
3;14098;111;26.10.2018 14:39
3;14116;112;26.10.2018 15:39
3;14117;113;26.10.2018 16:39
3;14290;114;26.10.2018 17:39
3;14909;115;26.10.2018 18:39
3;14803;116;26.10.2018 19:39
3;14452;117;26.10.2018 20:39
3;13957;118;26.10.2018 21:39
3;13371;119;26.10.2018 22:39
2;12436;120;26.10.2018 23:39
2;11605;121;27.10.2018 0:39
1;10902;122;27.10.2018 1:39
2;10392;123;27.10.2018 2:39
2;10071;124;27.10.2018 3:39
2;9982;125;27.10.2018 4:39
2;10014;126;27.10.2018 5:39
2;10438;127;27.10.2018 6:39
2;10828;128;27.10.2018 7:39
2;11212;129;27.10.2018 8:39
2;12163;130;27.10.2018 9:39
3;12733;131;27.10.2018 10:39
3;12972;132;27.10.2018 11:39
4;12902;133;27.10.2018 12:39
5;12932;134;27.10.2018 13:39
4;12999;135;27.10.2018 14:39
5;13071;136;27.10.2018 15:39
5;13164;137;27.10.2018 16:39
5;13525;138;27.10.2018 17:39
5;14111;139;27.10.2018 18:39
5;13976;140;27.10.2018 19:39
5;13734;141;27.10.2018 20:39
4;13496;142;27.10.2018 21:39
2;12976;143;27.10.2018 22:39
1;12321;144;27.10.2018 23:39
1;11531;145;28.10.2018 0:39
1;10851;146;28.10.2018 1:39
4;10313;147;28.10.2018 2:39
5;9963;148;28.10.2018 3:39
6;9823;149;28.10.2018 4:39
6;9826;150;28.10.2018 5:39
6;10169;151;28.10.2018 6:39
6;10439;152;28.10.2018 7:39
6;10712;153;28.10.2018 8:39
6;11464;154;28.10.2018 9:39
6;12191;155;28.10.2018 10:39
7;12580;156;28.10.2018 11:39
6;12675;157;28.10.2018 12:39
7;12595;158;28.10.2018 13:39
6;12532;159;28.10.2018 14:39
7;12551;160;28.10.2018 15:39
7;12588;161;28.10.2018 16:39
6;12958;162;28.10.2018 17:39
5;13807;163;28.10.2018 18:39
5;13799;164;28.10.2018 19:39
5;13504;165;28.10.2018 20:39
4;13196;166;28.10.2018 21:39
4;12610;167;28.10.2018 22:39
4;11772;168;28.10.2018 23:39
3;11021;1;29.10.2018 0:39
3;10332;2;29.10.2018 1:39
2;9987;3;29.10.2018 2:39
2;9694;4;29.10.2018 3:39
2;9708;5;29.10.2018 4:39
2;9886;6;29.10.2018 5:39
1;10702;7;29.10.2018 6:39
1;11896;8;29.10.2018 7:39
1;12761;9;29.10.2018 8:39
0;13744;10;29.10.2018 9:39
1;14345;11;29.10.2018 10:39
1;14575;12;29.10.2018 11:39
0;14576;13;29.10.2018 12:39
1;14572;14;29.10.2018 13:39
0;14683;15;29.10.2018 14:39
0;14705;16;29.10.2018 15:39
0;14763;17;29.10.2018 16:39
-1;15006;18;29.10.2018 17:39
-1;15405;19;29.10.2018 18:39
-1;15207;20;29.10.2018 19:39
-1;14920;21;29.10.2018 20:39
-1;14415;22;29.10.2018 21:39
-2;13645;23;29.10.2018 22:39
-2;12645;24;29.10.2018 23:39
-2;11687;25;30.10.2018 0:39
-1;11019;26;30.10.2018 1:39
-1;10592;27;30.10.2018 2:39
-1;10288;28;30.10.2018 3:39
-1;10250;29;30.10.2018 4:39
-2;10472;30;30.10.2018 5:39
-2;11206;31;30.10.2018 6:39
-2;12394;32;30.10.2018 7:39
-2;13158;33;30.10.2018 8:39
-1;14097;34;30.10.2018 9:39
-1;14651;35;30.10.2018 10:39
1;14624;36;30.10.2018 11:39
2;14482;37;30.10.2018 12:39
2;14480;38;30.10.2018 13:39
3;14533;39;30.10.2018 14:39
2;14464;40;30.10.2018 15:39
1;14562;41;30.10.2018 16:39
1;14893;42;30.10.2018 17:39
0;15431;43;30.10.2018 18:39
0;15367;44;30.10.2018 19:39
-1;14977;45;30.10.2018 20:39
-1;14527;46;30.10.2018 21:39
-1;13837;47;30.10.2018 22:39
-2;12770;48;30.10.2018 23:39
-1;11781;49;31.10.2018 0:39
-1;11113;50;31.10.2018 1:39
-2;10667;51;31.10.2018 2:39
-2;10428;52;31.10.2018 3:39
-2;10397;53;31.10.2018 4:39
-2;10628;54;31.10.2018 5:39
-1;11336;55;31.10.2018 6:39
-2;12482;56;31.10.2018 7:39
-2;13367;57;31.10.2018 8:39
-1;14356;58;31.10.2018 9:39
-1;14977;59;31.10.2018 10:39
0;15056;60;31.10.2018 11:39
0;14927;61;31.10.2018 12:39
0;14934;62;31.10.2018 13:39
1;15062;63;31.10.2018 14:39
1;15028;64;31.10.2018 15:39
1;15073;65;31.10.2018 16:39
1;15243;66;31.10.2018 17:39
1;15563;67;31.10.2018 18:39
1;15381;68;31.10.2018 19:39
1;15004;69;31.10.2018 20:39
2;14504;70;31.10.2018 21:39
2;13792;71;31.10.2018 22:39
2;12744;72;31.10.2018 23:39
2;11822;73;01.11.2018 0:39
2;11101;74;01.11.2018 1:39
2;10701;75;01.11.2018 2:39
2;10412;76;01.11.2018 3:39
2;10391;77;01.11.2018 4:39
2;10551;78;01.11.2018 5:39
3;11169;79;01.11.2018 6:39
3;12391;80;01.11.2018 7:39
3;13203;81;01.11.2018 8:39
3;14133;82;01.11.2018 9:39
4;14663;83;01.11.2018 10:39
4;14764;84;01.11.2018 11:39
5;14625;85;01.11.2018 12:39
5;14666;86;01.11.2018 13:39
5;14839;87;01.11.2018 14:39
5;14823;88;01.11.2018 15:39
5;14900;89;01.11.2018 16:39
5;15020;90;01.11.2018 17:39
5;15231;91;01.11.2018 18:39
5;15031;92;01.11.2018 19:39
5;14724;93;01.11.2018 20:39
5;14230;94;01.11.2018 21:39
5;13544;95;01.11.2018 22:39
5;12509;96;01.11.2018 23:39
5;11591;97;02.11.2018 0:39
5;10879;98;02.11.2018 1:39
5;10387;99;02.11.2018 2:39
6;10122;100;02.11.2018 3:39
